ID,N_VICTIMAS,FECHA,SEMESTRE,ANIO,MM,DD,HORA,HH,PARTE_DIA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,CALLE,CRUCE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,SEXO,EDAD
2020-0017,1,2020-03-05,1,2020,3,5,23:00:00,23,5,BELGRANO AV. Y RINCON,AVENIDA,BELGRANO AV.,RINCON,3,PEATON_AUTO,PEATON,AUTO,MASCULINO,
2020-0018,1,2020-03-09,1,2020,3,9,14:00:00,14,4,"UDAONDO, GUILLERMO AV. 901",AVENIDA,"UDAONDO, GUILLERMO AV.",,13,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,31.0
2020-0019,1,2020-03-10,1,2020,3,10,21:00:00,21,5,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,CASTRO,5,PEATON_AUTO,PEATON,AUTO,FEMENINO,80.0
2020-0020,1,2020-03-13,1,2020,3,13,17:30:00,17,4,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PUEYRREDON AV.,"GOMEZ, VALENTIN",3,PEATON_MOTO,PEATON,MOTO,FEMENINO,74.0
2020-0021,1,2020-03-14,1,2020,3,14,16:50:00,16,4,"BRAVO, MARIO 1279",CALLE,"BRAVO, MARIO",,2,PEATON_AUTO,PEATON,AUTO,FEMENINO,87.0
2020-0022,1,2020-04-07,1,2020,4,7,06:15:00,6,1,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,9,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,44.0
2020-0023,1,2020-04-09,1,2020,4,9,18:42:00,18,4,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.",4,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,44.0
2020-0024,1,2020-04-24,1,2020,4,24,07:58:00,7,2,MURGUIONDO 1339,CALLE,MURGUIONDO,,9,AUTO_AUTO,AUTO,AUTO,MASCULINO,53.0
2020-0025,1,2020-05-12,1,2020,5,12,05:35:00,5,1,RIVADAVIA AV. 2551,AVENIDA,RIVADAVIA AV.,,3,PEATON_AUTO,PEATON,AUTO,MASCULINO,
2020-0026,1,2020-05-17,1,2020,5,17,06:40:00,6,2,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,"LUGONES, LEOPOLDO AV.",,14,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,28.0
2020-0027,1,2020-05-18,1,2020,5,18,08:00:00,8,2,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,8,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,76.0
2020-0028,1,2020-05-19,1,2020,5,19,10:00:00,10,2,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,15,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,91.0
2020-0029,1,2020-06-10,1,2020,6,10,14:00:00,14,4,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.",9,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,80.0
2020-0030,1,2020-06-16,1,2020,6,16,15:00:00,15,4,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,,6,MULTIPLE,MOTO,MULTIPLE,MASCULINO,40.0
2020-0031,1,2020-06-30,1,2020,6,30,08:00:00,8,2,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,9,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,29.0
2020-0032,1,2020-07-10,2,2020,7,10,23:00:00,23,5,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,SERRANO,15,MOTO_AUTO,MOTO,AUTO,MASCULINO,21.0
2020-0033,1,2020-07-19,2,2020,7,19,06:25:00,6,1,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,13,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,32.0
2020-0034,1,2020-08-02,2,2020,8,2,03:20:00,3,1,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.",3,PEATON_AUTO,PEATON,AUTO,FEMENINO,
2020-0035,1,2020-08-04,2,2020,8,4,05:30:00,5,1,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,,7,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,40.0
2020-0036,1,2020-08-07,2,2020,8,7,18:40:00,18,4,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,14,PEATON_MOTO,PEATON,MOTO,MASCULINO,72.0
2020-0037,1,2020-08-29,2,2020,8,29,04:30:00,4,1,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,8,PEATON_AUTO,PEATON,AUTO,MASCULINO,38.0
2020-0039,1,2020-09-01,2,2020,9,1,19:17:42,19,4,MURGUIONDO 2700,CALLE,MURGUIONDO,,9,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,44.0
2020-0040,1,2020-09-12,2,2020,9,12,03:30:00,3,1,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),2,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,
2020-0041,1,2020-09-28,2,2020,9,28,01:45:00,1,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,"PERON, EVA AV.",7,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,34.0
2020-0042,1,2020-09-29,2,2020,9,29,17:10:00,17,4,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,8,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,53.0
2020-0043,1,2020-09-30,2,2020,9,30,17:20:00,17,4,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.",PARAGUAY,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,64.0
2020-0044,1,2020-10-05,2,2020,10,5,00:20:00,0,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,INDEPENDENCIA AV.,6,AUTO_AUTO,AUTO,AUTO,MASCULINO,43.0
2020-0045,1,2020-10-19,2,2020,10,19,03:00:00,3,1,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,8,AUTO_CARGAS,AUTO,CARGAS,MASCULINO,50.0
2020-0046,1,2020-10-27,2,2020,10,27,21:00:00,21,5,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"CARRANZA, ADOLFO P.",11,MOTO_MOTO,MOTO,MOTO,MASCULINO,41.0
2020-0047,1,2020-10-27,2,2020,10,27,14:00:00,14,4,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,9,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,15.0
2020-0048,1,2020-10-29,2,2020,10,29,20:20:00,20,5,DORREGO AV. 614,AVENIDA,DORREGO AV.,,15,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,41.0
2020-0049,1,2020-10-30,2,2020,10,30,20:00:00,20,5,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.",1,PEATON_AUTO,PEATON,AUTO,MASCULINO,36.0
2020-0050,1,2020-11-01,2,2020,11,1,22:00:00,22,5,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,GODOY CRUZ,14,PEATON_MOTO,PEATON,MOTO,FEMENINO,28.0
2020-0051,1,2020-11-05,2,2020,11,5,00:40:00,0,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,MERCEDES,10,MOTO_AUTO,MOTO,AUTO,MASCULINO,49.0
2020-0052,1,2020-11-07,2,2020,11,7,06:50:00,6,2,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,PUEYRREDON AV.,3,BICICLETA_CARGAS,BICICLETA,CARGAS,MASCULINO,44.0
2020-0053,1,2020-11-09,2,2020,11,9,03:30:00,3,1,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO",4,AUTO_AUTO,AUTO,AUTO,MASCULINO,27.0
2020-0054,1,2020-11-19,2,2020,11,19,09:00:00,9,2,INCLAN Y ALBERTI,CALLE,INCLAN,ALBERTI,4,BICICLETA_AUTO,BICICLETA,AUTO,MASCULINO,59.0
2020-0055,1,2020-11-19,2,2020,11,19,12:30:00,12,4,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,,12,PEATON_CARGAS,PEATON,CARGAS,MASCULINO,91.0
2020-0056,1,2020-11-21,2,2020,11,21,13:00:00,13,4,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.",8,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,34.0
2020-0057,1,2020-11-23,2,2020,11,23,07:45:00,7,2,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"VIALE, LUIS",11,PEATON_AUTO,PEATON,AUTO,MASCULINO,84.0
2020-0058,1,2020-11-24,2,2020,11,24,16:00:00,16,4,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.",10,PEATON_AUTO,PEATON,AUTO,MASCULINO,57.0
2020-0059,1,2020-12-01,2,2020,12,1,06:35:00,6,2,BRASIL 1100,CALLE,BRASIL,,1,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,49.0
2020-0060,1,2020-12-03,2,2020,12,3,20:30:00,20,5,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"PERON, EVA AV.",9,PEATON_MOTO,PEATON,MOTO,FEMENINO,69.0
2020-0061,1,2020-12-03,2,2020,12,3,14:40:00,14,4,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",13,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,45.0
2020-0062,1,2020-12-04,2,2020,12,4,17:19:00,17,4,MORENO 1845,CALLE,MORENO,,3,BICICLETA_PASAJEROS,BICICLETA,PASAJEROS,MASCULINO,47.0
2020-0065,1,2020-12-05,2,2020,12,5,16:00:00,16,4,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",12,MOTO_AUTO,MOTO,AUTO,MASCULINO,24.0
2020-0066,1,2020-12-07,2,2020,12,7,04:30:00,4,1,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,,10,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,27.0
2020-0067,1,2020-12-11,2,2020,12,11,22:00:00,22,5,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,BEAZLEY,4,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,51.0
2020-0068,1,2020-12-12,2,2020,12,12,20:30:00,20,5,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,2,MOTO_AUTO,MOTO,AUTO,MASCULINO,71.0
2020-0069,1,2020-12-15,2,2020,12,15,05:20:00,5,1,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"SAENZ PE?A, LUIS, PRES.",1,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,25.0
2020-0070,1,2020-12-17,2,2020,12,17,15:35:00,15,4,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL",2,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,81.0
2020-0071,1,2020-12-17,2,2020,12,17,23:00:00,23,5,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,7,PEATON_AUTO,PEATON,AUTO,MASCULINO,4.0
2020-0072,1,2020-12-19,2,2020,12,19,03:30:00,3,1,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"CALVO, CARLOS",3,BICICLETA_AUTO,BICICLETA,AUTO,MASCULINO,42.0
2020-0073,1,2020-12-20,2,2020,12,20,07:40:00,7,2,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,8,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,56.0
2020-0074,1,2020-12-20,2,2020,12,20,21:00:00,21,5,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,NAZCA AV.,7,AUTO_AUTO,AUTO,AUTO,MASCULINO,39.0
2020-0075,1,2020-12-23,2,2020,12,23,14:00:00,14,4,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,1,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,23.0
2020-0076,1,2020-12-24,2,2020,12,24,12:30:00,12,4,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,10,AUTO_PASAJEROS,AUTO,PASAJEROS,FEMENINO,78.0
2020-0078,1,2020-12-25,2,2020,12,25,05:50:00,5,1,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,,7,BICICLETA_PASAJEROS,BICICLETA,PASAJEROS,MASCULINO,26.0
2020-0079,1,2020-12-27,2,2020,12,27,04:15:00,4,1,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",12,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,28.0
2021-0001,1,2021-01-06,1,2021,1,6,18:00:00,18,4,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,MOTO_AUTO,MOTO,AUTO,MASCULINO,36.0
2021-0002,1,2021-01-07,1,2021,1,7,10:20:00,10,2,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.",MURGUIONDO,9,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,47.0
2021-0003,1,2021-01-10,1,2021,1,10,07:40:00,7,2,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,,7,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,27.0
2021-0004,1,2021-01-11,1,2021,1,11,09:12:18,9,2,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,GUARANI,5,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,61.0
2021-0005,1,2021-01-11,1,2021,1,11,21:30:00,21,5,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.",,9,PEATON_AUTO,PEATON,AUTO,MASCULINO,73.0
2021-0006,1,2021-01-12,1,2021,1,12,21:00:00,21,5,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SARMIENTO AV.,14,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,23.0
2021-0007,1,2021-01-18,1,2021,1,18,10:00:00,10,2,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,GIRIBONE,15,MOTO_MOTO,MOTO,MOTO,MASCULINO,84.0
2021-0008,1,2021-01-22,1,2021,1,22,23:30:00,23,5,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",4,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,28.0
2021-0009,1,2021-01-23,1,2021,1,23,05:30:00,5,1,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,GAONA AV.,6,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,31.0
2021-0010,1,2021-01-23,1,2021,1,23,08:00:00,8,2,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",12,MOTO_AUTO,MOTO,AUTO,MASCULINO,28.0
2021-0011,1,2021-01-27,1,2021,1,27,01:04:26,1,1,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,,2,PEATON_AUTO,PEATON,AUTO,MASCULINO,21.0
2021-0012,1,2021-01-29,1,2021,1,29,20:07:22,20,5,AU DELLEPIANE Y GUAMINI,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",GUAMINI,8,PEATON_AUTO,PEATON,AUTO,MASCULINO,
2021-0013,1,2021-01-31,1,2021,1,31,06:10:00,6,1,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",OLIVERA AV.,10,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,41.0
2021-0014,1,2021-02-02,1,2021,2,2,00:50:00,0,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,SAN MARTIN AV.,NOGOYA,15,PEATON_AUTO,PEATON,AUTO,MASCULINO,28.0
2021-0015,1,2021-02-06,1,2021,2,6,03:05:00,3,1,SAN MARTIN AV. Y TINOGASTA,AVENIDA,SAN MARTIN AV.,TINOGASTA,15,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,26.0
2021-0016,1,2021-02-14,1,2021,2,14,05:50:00,5,1,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","DE LA TORRE, LISANDRO",8,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,22.0
2021-0017,1,2021-02-17,1,2021,2,17,04:10:00,4,1,SALTA Y CASEROS AV.,AVENIDA,SALTA,CASEROS AV.,1,MOTO_PASAJEROS,MOTO,PASAJEROS,MASCULINO,33.0
2021-0018,1,2021-02-20,1,2021,2,20,19:00:00,19,4,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"JAURES, JEAN","PERON, JUAN DOMINGO, TTE. GENERAL",3,PEATON_AUTO,PEATON,AUTO,MASCULINO,36.0
2021-0019,1,2021-02-21,1,2021,2,21,01:20:00,1,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV.",12,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,30.0
2021-0020,1,2021-02-21,1,2021,2,21,15:00:00,15,4,POTOSI Y GASCON,CALLE,POTOSI,GASCON,5,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,
2021-0021,1,2021-02-26,1,2021,2,26,05:30:00,5,1,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,"YRIGOYEN, HIPOLITO",24 DE NOVIEMBRE,3,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,39.0
2021-0022,1,2021-02-28,1,2021,2,28,12:00:00,12,3,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,DEL LIBERTADOR AV.,ROOSEVELT FRANKLIN D.,13,PASAJEROS_SD,PASAJEROS,,MASCULINO,68.0
2021-0023,1,2021-03-01,1,2021,3,1,09:20:00,9,2,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,4,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,24.0
2021-0024,1,2021-03-03,1,2021,3,3,16:30:00,16,4,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,"PERON, EVA AV.",PIEDRA BUENA AV.,9,BICICLETA_CARGAS,BICICLETA,CARGAS,MASCULINO,5.0
2021-0025,1,2021-03-11,1,2021,3,11,03:45:00,3,1,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,"PAZ, GRAL. AV.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,MOTO_OTRO,MOTO,OTRO,MASCULINO,37.0
2021-0026,1,2021-03-15,1,2021,3,15,02:35:00,2,1,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,36.0
2021-0027,1,2021-03-16,1,2021,3,16,15:30:00,15,4,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,"PAZ, GRAL. AV.",DONADO,12,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,19.0
2021-0028,1,2021-03-29,1,2021,3,29,17:20:00,17,4,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,COREA AV.,"TORRES Y TENORIO, PRES.",7,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,
2021-0029,1,2021-03-31,1,2021,3,31,18:05:00,18,4,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",SAN PEDRITO AV.,7,AUTO_AUTO,AUTO,AUTO,MASCULINO,26.0
2021-0030,1,2021-04-03,1,2021,4,3,18:30:00,18,4,FINOCHIETTO ENRIQUE DR. 1623,CALLE,FINOCHIETTO ENRIQUE DR.,,4,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,36.0
2021-0031,1,2021-04-07,1,2021,4,7,10:29:00,10,2,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,9 DE JULIO AV.,INDEPENDENCIA AV.,1,PEATON_CARGAS,PEATON,CARGAS,FEMENINO,68.0
2021-0032,1,2021-04-10,1,2021,4,10,19:55:00,19,4,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,"CANTILO, INT.","GUIRALDES, INT.",13,PEATON_MOTO,PEATON,MOTO,MASCULINO,60.0
2021-0033,1,2021-04-14,1,2021,4,14,17:50:00,17,4,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,AUTOPISTA 25 DE MAYO,,5,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,33.0
2021-0034,1,2021-04-19,1,2021,4,19,14:40:00,14,4,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,4,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,26.0
2021-0035,1,2021-05-03,1,2021,5,3,09:20:00,9,2,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,"JANER, ANA MARIA",LAFUENTE AV.,8,MOTO_CARGAS,MOTO,CARGAS,MASCULINO,24.0
2021-0036,1,2021-05-09,1,2021,5,9,06:00:00,6,1,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,11,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,36.0
2021-0037,1,2021-05-11,1,2021,5,11,07:10:00,7,2,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,MONROE,"BALBIN, RICARDO, DR. AV.",13,PEATON_PASAJEROS,PEATON,PASAJEROS,FEMENINO,58.0
2021-0038,1,2021-05-14,1,2021,5,14,11:40:00,11,2,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,"JUSTO, JUAN B. AV.",SANTA FE AV.,14,MOTO_CARGAS,MOTO,CARGAS,FEMENINO,44.0
2021-0039,1,2021-05-15,1,2021,5,15,12:09:00,12,4,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,OLIDEN,"ALBERDI, JUAN BAUTISTA AV.",9,BICICLETA_AUTO,BICICLETA,AUTO,MASCULINO,86.0
2021-0040,1,2021-05-20,1,2021,5,20,05:50:00,5,1,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,13,MOTO_AUTO,MOTO,AUTO,MASCULINO,27.0
2021-0041,1,2021-05-20,1,2021,5,20,08:30:00,8,2,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,DEL LIBERTADOR AV.,CASARES AV.,14,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,75.0
2021-0042,1,2021-05-21,1,2021,5,21,05:00:00,5,1,RIVADAVIA AV. 10900,AVENIDA,RIVADAVIA AV.,,9,PEATON_PASAJEROS,PEATON,PASAJEROS,MASCULINO,39.0
2021-0043,1,2021-05-22,1,2021,5,22,18:26:00,18,4,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PILAR,9,PEATON_AUTO,PEATON,AUTO,MASCULINO,50.0
2021-0044,1,2021-05-25,1,2021,5,25,02:00:00,2,1,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,"PERON, EVA AV.","ACOSTA, MARIANO",9,MOTO_OBJETO FIJO,MOTO,OBJETO FIJO,MASCULINO,21.0
2021-0045,1,2021-05-26,1,2021,5,26,17:24:00,17,4,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,MULTIPLE,MOTO,MULTIPLE,MASCULINO,22.0
2021-0046,1,2021-05-31,1,2021,5,31,02:00:00,2,1,EL CANO AV. Y GUZMAN AV.,AVENIDA,ELCANO AV.,GUZMAN AV.,15,AUTO_OBJETO FIJO,AUTO,OBJETO FIJO,MASCULINO,20.0
2021-0047,1,2021-06-02,1,2021,6,2,16:00:00,16,4,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,"VEDIA, AGUSTIN DE","RABANAL, FRANCISCO, INTENDENTE AV.",4,MOTO_AUTO,MOTO,AUTO,MASCULINO,59.0
2021-0048,1,2021-06-03,1,2021,6,3,09:58:00,9,2,CAPDEVILLA Y CONGRESO AV.,AVENIDA,CAPDEVILA,CONGRESO AV.,12,BICICLETA_AUTO,BICICLETA,AUTO,MASCULINO,44.0
